0.923828,-0.110840,0.012695,-0.823730,-0.809570,-0.114746,-0.009277,-0.014160,0.879395,-1.566699
0.939941,0.016113,-0.038574,0.098633,0.924316,0.004883,-0.009766,0.004395,0.091309,-1.566699
-0.142578,-0.152344,0.791992,0.916504,0.852051,0.937500,-0.111328,0.770020,0.789062,-1.566699
0.720703,0.971680,0.792969,0.513672,-0.105957,0.697266,0.773438,0.429688,-0.209473,-1.566699
0.218262,0.945801,0.770508,0.946289,0.008301,0.206055,0.743652,0.737305,0.016113,-1.566699
0.139160,-0.000977,0.812012,0.926270,0.538574,-0.101074,-0.019043,0.750000,0.498047,-1.566699
0.959961,0.972168,0.800781,0.002930,0.924316,0.933105,0.782715,-0.006836,0.000488,-1.566699
0.429199,0.431152,0.229492,0.016602,0.695312,0.914062,0.100098,-0.002930,0.217773,-1.566699
0.862305,0.763672,-0.292969,0.540527,0.516113,0.803711,-0.210938,-0.165527,0.866211,-1.566699
0.657227,0.966797,0.801270,0.961426,-0.002930,0.634766,0.780762,0.776367,-0.005371,-1.566699
-0.862793,0.359863,0.099609,0.483887,0.637695,-0.319336,0.020020,0.149902,0.306152,-1.566699
-0.014648,0.354492,0.780273,0.946289,-0.933105,0.009766,0.284180,0.742188,-0.884277,-1.566699
0.751465,0.972656,0.805176,0.954102,-0.928223,0.733887,0.784668,0.780762,-0.887207,-1.566699
0.942383,0.951172,0.017090,0.775391,-0.766602,0.910156,0.024902,0.004395,-0.869141,-1.566699
0.969727,-0.846191,0.145020,0.012207,-0.162109,-0.825684,-0.125977,0.013672,-0.000488,-1.566699
0.107422,-0.541016,-0.001465,-0.927734,0.904297,-0.189453,-0.013184,0.003418,-0.851562,-1.566699
0.516113,0.507812,0.491211,0.947266,0.920898,0.935059,0.243164,0.463867,0.883789,-1.566699
-0.040039,-0.068848,-0.703613,-0.005371,-0.604980,0.010254,0.037109,-0.010742,-0.001953,-1.566699
0.939453,0.953613,-0.529297,-0.958008,0.011719,0.907715,-0.502441,0.506836,-0.015625,-1.566699
