0.982422,-0.109863,-0.007324,-0.894531,-0.894531,-0.127441,-0.024414,0.005371,1.000000
1.000000,-0.012695,-0.013672,0.072754,1.000000,-0.012695,-0.034180,0.018066,0.072754
-0.169434,-0.169434,1.000000,1.000000,0.943359,1.000000,-0.169434,1.000000,0.943359
0.752441,1.000000,1.000000,0.523438,-0.128906,0.752441,1.000000,0.523438,-0.262695
0.282227,1.000000,1.000000,1.000000,0.021484,0.282227,1.000000,1.000000,0.021484
0.128906,0.003906,1.000000,0.958008,0.584473,-0.097656,0.003906,0.958008,0.560059
1.000000,1.000000,1.000000,0.007812,1.000000,1.000000,1.000000,0.007812,0.007812
0.424805,0.424805,0.279785,-0.019043,0.770996,1.000000,0.111816,-0.016602,0.209961
0.916016,0.780762,-0.360840,0.578125,0.578125,0.864746,-0.291016,-0.218262,1.000000
0.679199,1.000000,1.000000,1.000000,-0.006836,0.679199,1.000000,1.000000,-0.006836
-0.884277,0.383301,0.147461,0.538574,0.703125,-0.339844,-0.023926,0.199707,0.386230
0.007324,0.413086,1.000000,1.000000,-1.000000,0.021973,0.413086,1.000000,-1.000000
0.791504,1.000000,1.000000,1.000000,-1.000000,0.791504,1.000000,1.000000,-1.000000
1.000000,1.000000,-0.005371,0.831543,-0.831543,1.000000,-0.005371,-0.013672,-1.000000
1.000000,-0.884766,0.196777,-0.018555,-0.178711,-0.884766,-0.161621,0.000488,-0.002930
0.120117,-0.544922,-0.014160,-1.000000,1.000000,-0.216797,0.020996,0.014160,-1.000000
0.525391,0.525391,0.583984,1.000000,1.000000,1.000000,0.289062,0.583984,1.000000
-0.042480,-0.070801,-0.881348,-0.020508,-0.662109,0.010742,0.068359,0.025879,0.011719
1.000000,1.000000,-0.659668,-1.000000,0.013672,1.000000,-0.659668,0.659668,-0.013672
-1.000000,1.000000,1.000000,1.000000,-1.000000,-1.000000,1.000000,1.000000,-1.000000
0.023438,0.833496,0.833496,1.000000,0.994141,0.023926,1.000000,0.833496,0.994141
0.965332,0.965332,1.000000,0.167480,0.167480,1.000000,0.965332,0.167480,1.000000
0.384766,-0.774414,-0.774414,1.000000,-0.493652,-0.296875,1.000000,-0.774414,-0.493652
1.000000,1.000000,-0.101074,1.000000,1.000000,1.000000,-0.101074,-0.101074,1.000000
1.000000,1.000000,-0.010742,1.000000,0.011230,1.000000,-0.010742,-0.010742,0.011230
-0.011719,1.000000,-0.068848,-0.011230,0.974121,-0.011719,-0.068848,0.025391,-0.010742
1.000000,1.000000,0.478516,0.478516,1.000000,1.000000,0.478516,1.000000,0.478516
1.000000,1.000000,0.440430,-0.128906,0.288086,1.000000,0.440430,-0.059570,-0.039062
0.955566,0.955078,-0.032715,-0.034180,0.700684,0.999512,-0.025879,-0.002441,0.265137
0.948730,0.004883,1.000000,0.997559,0.263672,-0.009277,0.004883,0.997559,0.263184
-1.000000,1.000000,1.000000,-1.000000,-0.381836,-1.000000,1.000000,-1.000000,0.381836
1.000000,-0.011719,-0.860840,-0.462402,-1.000000,-0.011719,0.007324,0.407227,0.462402
-1.000000,1.000000,1.000000,1.000000,-0.972656,-1.000000,1.000000,1.000000,-0.972656
-0.014648,-1.000000,-0.901367,-0.818359,0.823242,0.014648,0.901367,0.737305,-0.995117
1.000000,1.000000,1.000000,1.000000,0.833984,1.000000,1.000000,1.000000,0.833984
1.000000,-0.033203,-0.016602,-1.000000,0.011719,-0.033203,-0.029297,0.016602,-0.011719
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1.000000,1.000000,-0.019043,0.014648,0.925293,1.000000,-0.019043,-0.038574,0.019043
1.000000,1.000000,-1.000000,1.000000,-0.595215,1.000000,-1.000000,-1.000000,-0.595215
-0.992188,1.000000,-0.911133,-0.911133,1.000000,-0.992188,-0.911133,1.000000,-0.911133
0.021484,1.000000,1.000000,-0.405762,-0.166504,0.021484,1.000000,-0.405762,0.070312
1.000000,-1.000000,-0.102539,-0.810059,-1.000000,-1.000000,0.102539,0.082520,0.810059
0.041992,1.000000,0.198730,-0.114746,-1.000000,0.041992,0.198730,-0.596680,0.114746
0.527344,1.000000,1.000000,-0.104492,1.000000,0.527344,1.000000,-0.104492,-0.104492
1.000000,-0.509277,-1.000000,-1.000000,1.000000,-0.509277,0.509277,1.000000,-1.000000
-0.843750,-0.843750,-0.843750,1.000000,1.000000,1.000000,1.000000,-0.843750,1.000000
0.927734,0.000488,1.000000,-0.042480,0.523438,-0.001465,0.000488,-0.042480,-0.049316
0.009766,-0.768555,1.000000,-1.000000,0.273438,0.003906,-0.768555,-1.000000,-0.273438
-0.074707,1.000000,1.000000,-0.982910,1.000000,-0.074707,1.000000,-0.982910,-0.982910
1.000000,0.979004,0.979004,1.000000,-0.007812,0.979004,1.000000,0.979004,-0.007812
0.247070,-0.267090,0.555664,1.000000,1.000000,-0.938965,-0.136230,0.555664,1.000000
-0.999023,0.884766,-0.885742,-0.015137,-0.113770,-0.885742,-0.999023,0.013184,-0.018555
0.109863,1.000000,1.000000,1.000000,1.000000,0.109863,1.000000,1.000000,1.000000
